-0.465851	0.397949	
-0.4599	0.378265	
-0.453491	0.357086	
-0.446655	0.334503	
-0.439362	0.310608	
-0.431641	0.285492	
-0.423492	0.259277	
-0.414917	0.232025	
-0.405914	0.203888	
-0.396545	0.174957	
-0.38678	0.145325	
-0.376617	0.115112	
-0.366058	0.0844727	
-0.355164	0.0534973	
-0.343933	0.0223083	
-0.332336	-0.00897217	
-0.320404	-0.0401917	
-0.308197	-0.0712891	
-0.295654	-0.102081	
-0.282806	-0.132477	
-0.269684	-0.162384	
-0.256317	-0.19162	
-0.242676	-0.220123	
-0.22879	-0.247742	
-0.214691	-0.274414	
-0.200378	-0.300018	
-0.185883	-0.324432	
-0.171173	-0.347595	
-0.156311	-0.369385	
-0.141296	-0.389709	
-0.126129	-0.408539	
-0.11084	-0.425751	
-0.0954285	-0.441315	
-0.0799561	-0.455139	
-0.0643616	-0.467194	
-0.0487366	-0.477417	
-0.0330505	-0.485779	
-0.017334	-0.492218	
-0.00161743	-0.496735	
0.0141296	-0.499329	
0.0298462	-0.499939	
0.0455322	-0.498627	
0.0611877	-0.495361	
0.0767822	-0.490143	
0.0922852	-0.483002	
0.107697	-0.473969	
0.123016	-0.463104	
0.138214	-0.450409	
0.153259	-0.435944	
0.168152	-0.4198	
0.182892	-0.402008	
0.197449	-0.382629	
0.211823	-0.361755	
0.225952	-0.339478	
0.239899	-0.315857	
0.253571	-0.291016	
0.267029	-0.265045	
0.280182	-0.238007	
0.293091	-0.210052	
0.305695	-0.181274	
0.317993	-0.151794	
0.329987	-0.121735	
0.341644	-0.091156	
0.352966	-0.0602722	
0.363922	-0.0291138	
0.374542	0.00213623	
0.384766	0.0333862	
0.394623	0.0645142	
0.404114	0.0953674	
0.413177	0.125885	
0.421844	0.155884	
0.430084	0.185272	
0.437897	0.213928	
0.445251	0.24176	
0.452209	0.268646	
0.458679	0.294495	
0.464722	0.319153	
0.470306	0.34259	
0.475403	0.364685	
0.480042	0.385376	
0.484222	0.40451	
0.487885	0.422089	
0.491089	0.438019	
0.493805	0.45224	
0.496033	0.464691	
0.497772	0.475311	
0.498993	0.48407	
0.499725	0.490936	
0.499969	0.495911	
0.499725	0.498932	
0.498993	0.499969	
0.497742	0.499084	
0.496033	0.496246	
0.493805	0.491455	
0.491089	0.484772	
0.487885	0.476166	
0.484192	0.465698	
0.480042	0.4534	
0.475403	0.439362	
0.470276	0.423584	
0.464691	0.406128	
0.458679	0.387115	
0.452179	0.366577	
0.445221	0.344604	
0.437836	0.321289	
0.430023	0.296722	
0.421783	0.270996	
0.413116	0.244202	
0.404053	0.216461	
0.394562	0.187866	
0.384705	0.158539	
0.374481	0.128601	
0.363861	0.0981445	
0.352875	0.0672913	
0.341553	0.0362244	
0.329865	0.00497437	
0.317871	-0.0262756	
0.305573	-0.0574341	
0.292969	-0.0883789	
0.28006	-0.118958	
0.266876	-0.149078	
0.253418	-0.178619	
0.239716	-0.207458	
0.2258	-0.235474	
0.211639	-0.262573	
0.197266	-0.288666	
0.182709	-0.313599	
0.167938	-0.337341	
0.153046	-0.359741	
0.13797	-0.380737	
0.122772	-0.400238	
0.107452	-0.418182	
0.0920105	-0.434509	
0.0764771	-0.449097	
0.0608826	-0.461975	
0.0452271	-0.473022	
0.029541	-0.482208	
0.0137939	-0.489532	
-0.00195312	-0.494934	
-0.0177002	-0.498383	
-0.0334167	-0.499908	
-0.0491028	-0.499481	
-0.0647583	-0.49707	
-0.0803528	-0.492737	
-0.0958557	-0.486481	
-0.111267	-0.478333	
-0.126556	-0.468292	
-0.141724	-0.456451	
-0.156769	-0.44278	
-0.171631	-0.427399	
-0.18634	-0.41037	
-0.200867	-0.391724	
-0.215179	-0.371521	
-0.229279	-0.349884	
-0.243164	-0.326904	
-0.256805	-0.302612	
-0.270203	-0.277161	
-0.283325	-0.25061	
-0.296143	-0.223083	
-0.308685	-0.194672	
-0.320923	-0.165527	
-0.332855	-0.135712	
-0.344421	-0.105377	
-0.355682	-0.0746155	
-0.366577	-0.0435791	
-0.377106	-0.0123901	
-0.387238	0.0188904	
-0.397034	0.0500488	
-0.406403	0.0810547	
-0.415375	0.111725	
-0.42392	0.141968	
-0.432068	0.171631	
-0.439789	0.200653	
-0.447052	0.228882	
-0.453888	0.256195	
-0.460266	0.282532	
-0.466187	0.307739	
-0.471649	0.331757	
-0.476654	0.354492	
-0.481171	0.375824	
-0.485199	0.395691	
-0.48877	0.414032	
-0.491852	0.430725	
-0.494415	0.44574	
-0.496521	0.459045	
-0.498138	0.47052	
-0.499237	0.480164	
-0.499847	0.487946	
-0.499969	0.493805	
-0.499573	0.497742	
-0.498718	0.499725	
-0.497345	0.499756	
-0.495483	0.497833	
-0.493134	0.493988	
-0.490265	0.48819	
-0.486938	0.480469	
-0.483124	0.470917	
-0.478821	0.459473	
-0.47406	0.446259	
-0.468811	0.431305	
-0.463104	0.414673	
-0.45694	0.396393	
-0.450317	0.376587	
-0.443237	0.355316	
-0.43573	0.332642	
-0.427795	0.308655	
-0.419434	0.283478	
-0.410645	0.257202	
-0.401459	0.229919	
-0.391846	0.201721	
-0.381866	0.17276	
-0.371521	0.143097	
-0.360779	0.112885	
-0.349701	0.0822449	
-0.338287	0.0512695	
-0.326508	0.0200806	
-0.314423	-0.0111694	
-0.302002	-0.0423889	
-0.289307	-0.0734253	
-0.276306	-0.104156	
